FFSCS,https://images.evetech.net/corporations/98551501/logo?size=128
X3,https://images.evetech.net/alliances/99002003/logo?size=128
F.13,https://images.evetech.net/corporations/98637669/logo?size=128
F.13B,https://images.evetech.net/corporations/98655507/logo?size=128
2,https://images.evetech.net/characters/2116012406/portrait?size=128
